url,name,location,review_count,address,rating,rating_description,about,special_diets,meals,cuisines,features,rating_Food,rating_Service,rating_Value,rating_Atmosphere,price_range
https://www.tripadvisor.com.ph/Restaurant_Review-g1758900-d15024478-Reviews-The_Grand_Kitchen-Taguig_City_Metro_Manila_Luzon.html,The Grand Kitchen,Manila,775,"8th Avenue corner 35th Street Bonifacio Global City, Taguig City, Luzon 1634 Philippines",5.0,Excellent,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner",,"Takeout, Reservations, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",4.5,5.0,4.5,5.0,
https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d3979014-Reviews-Finestra_Italian_Steakhouse-Paranaque_Metro_Manila_Luzon.html,Finestra Italian Steakhouse,Manila,1443,"1 Aseana Avenue Entertainment City, Solaire Resort & Casino, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Dinner, Late Night, Drinks",Italian,,5.0,5.0,4.5,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g298452-d19113544-Reviews-Port_Bar-Pasay_Metro_Manila_Luzon.html,Port Bar,Manila,163,"Newport City 1 Newport Boulevard Level 3, Hilton Manila, Pasay, Luzon 1309 Philippines",5.0,Excellent,,,"Dinner, Late Night, Drinks","American, Bar, Pub, Gastropub, Dining bars","Parking Available, Validated Parking, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Live Music, Non-smoking restaurants, Sports bars",5.0,5.0,4.5,5.0,
https://www.tripadvisor.com.ph/Restaurant_Review-g312692-d3975833-Reviews-Vikings_Luxury_Buffet_SM_City_Marikina-Marikina_Metro_Manila_Luzon.html,"Vikings Luxury Buffet, SM City Marikina",Manila,430,"Marikina-Infanta Hwy 2nd Floor, SM City Marikina, Marikina, Luzon 1820 Philippines",4.5,Very Good,"Vikings Luxury Buffet is a contemporary and stylish restaurant that overlooks the majestic Manila Bay through its' vast windows. At Vikings, we are redefining the concept of buffet by incorporating show kitchens in our dining area to show our guests how our professionally trained chefs prepare dishes beyond expectations. We have an international buffet spread that is being constantly changed to make our valued guests to have something to look forward to (from freshly picked seafood to prime ribs, freshly made gourmet pizzas to local favorites), truly an epicurean epiphany. Vikings focuses on freshness, high-quality ingredients, comforting-unique choices and providing an impeccable dining experience","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Mexican, Filipino, Grill, Diner, International","Reservations, Private Dining, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",4.5,4.5,4.5,4.5,"₱55,977 - ₱61,643"
https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d13986287-Reviews-La_Piazza-Paranaque_Metro_Manila_Luzon.html,La Piazza,Manila,649,"Seaside Drive Okada Manila, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,,,,,5.0,5.0,4.5,5.0,₱19 - ₱200
https://www.tripadvisor.com.ph/Restaurant_Review-g298574-d1728793-Reviews-Xin_Tian_Di-Quezon_City_Metro_Manila_Luzon.html,Xin Tian Di,Manila,952,"Fourth Floor Crowne Plaza Galleria. Ortigas Avenue, Quezon City, Luzon Philippines",5.0,Excellent,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Chinese, Asian",,4.5,4.5,4.5,4.5,"₱1,983 - ₱2,266"
https://www.tripadvisor.com.ph/Restaurant_Review-g298452-d2526318-Reviews-Marriott_Cafe-Pasay_Metro_Manila_Luzon.html,Marriott Cafe,Manila,2576,"2 Resorts Drive Manila Marriott Hotel, Pasay, Luzon 1309 Philippines",5.0,Excellent,"The Marriott Café takes dining to new heights. This bright, bold and modern all-day dining restaurant captivates food lovers with its engaging open-theatre kitchens. Indulge in a vast, sumptuous buffet spread of local and international fare, or enjoy from an a la carte menu that is equally irresistible. The Marriott Café truly brings to the fore the idea of inspired dining.","Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night","Cafe, Seafood, Healthy, International","Takeout, Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Buffet, Non-smoking restaurants",4.5,5.0,4.5,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g298452-d10164845-Reviews-Brasserie_On_3-Pasay_Metro_Manila_Luzon.html,Brasserie On 3,Manila,1442,"Conrad Manila Seaside Boulevard Coral Way Mall of Asia Complex, Pasay, Luzon 1300 Philippines",5.0,Excellent,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Filipino, Asian, Indian",,4.5,4.5,4.5,5.0,"₱1,850 - ₱3,250"
https://www.tripadvisor.com.ph/Restaurant_Review-g298451-d1784015-Reviews-Senju-Mandaluyong_Metro_Manila_Luzon.html,Senju,Manila,405,"1 Garden Way Edsa Shangri-La, Ortigas Center, Mandaluyong, Luzon 1550 Philippines",4.5,Very Good,"Senju elegantly transforms the Japanese dining experience into an art form. Each plate is treated like a masterpiece, created with passion and limitless imagination. Calculated presentations create a striking balance between beauty and flavour. The chef’s artistry can truly be seen in foods such as sushi, maki, sashimi and robatayaki, as well as special kaiseki menus. The restaurant has a total seating capacity of 130 diners and features four private rooms. Smoking is not permitted.","Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner","Japanese, Sushi, Asian","Takeout, Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",4.5,4.5,4.5,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g298574-d25263117-Reviews-The_Alley_Cloverleaf-Quezon_City_Metro_Manila_Luzon.html,The Alley Cloverleaf,Manila,136,"Ayala Malls Cloverleaf A. Bonifacio Avenue, Quezon City, Luzon 1121 Philippines",5.0,Excellent,,,"Lunch, Dinner, Drinks","Italian, Chinese, American",,5.0,5.0,5.0,5.0,"₱988 - ₱1,088"
https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d12402262-Reviews-Medley_Buffet-Paranaque_Metro_Manila_Luzon.html,Medley Buffet,Manila,555,"1701 Seaside Drive Okada Manila, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,"Vegan Options, Vegetarian Friendly, Gluten Free Options",,"International, Asian, Sushi",,5.0,5.0,4.5,5.0,₱15 - ₱55
https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d6959701-Reviews-Fresh_International_Buffet-Paranaque_Metro_Manila_Luzon.html,Fresh International Buffet,Manila,2327,"1 Aseana Avenue Entertainment City, Solaire Resort & Casino, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Drinks","Southwestern, Asian, International",,4.5,4.5,4.5,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g1758900-d15580114-Reviews-The_Peak-Taguig_City_Metro_Manila_Luzon.html,The Peak,Manila,729,"8th Avenue corner 35th Street 60th - 62nd Floor, Taguig City, Luzon 1634 Philippines",5.0,Excellent,"A beautiful collision of a grill restaurant, speakeasy, whisky bar, and a music lounge, The Peak will take you from dining, to drinks, to an exceptional experience of the high life.",Gluten Free Options,Dinner,"American, Steakhouse, Bar, Wine Bar, Grill","Reservations, Seating, Parking Available, Validated Parking, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",5.0,5.0,4.5,4.5,₱350 - ₱850
https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d12433358-Reviews-Goryeo-Paranaque_Metro_Manila_Luzon.html,Goryeo,Manila,243,"Okada Manila Seaside Drive Entertainment City, Paranaque, Luzon 1701 Philippines",5.0,Excellent,Goryeo is an authentic Korean Barbecue restaurant serving the best quality meats with a large selection of “Banchan” or traditional small appetizers. Guests may choose to cook their orders at the table or in the kitchen.,,Dinner,"Asian, Korean, Barbecue","Reservations, Seating, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Validated Parking, Wheelchair Accessible, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service, Non-smoking restaurants",4.5,5.0,4.5,,"₱1,076 - ₱11,331"
https://www.tripadvisor.com.ph/Restaurant_Review-g298574-d1853494-Reviews-Seven_Corners-Quezon_City_Metro_Manila_Luzon.html,Seven Corners,Manila,1229,"Corner Asian Development Bank and Ortigas Avenues Crowne Plaza Galleria Manila, Quezon City, Luzon 1100 Philippines",5.0,Excellent,"Our international buffet features seven unique interactive stations that present a variety of international cuisines: Tandoori, Japanese, Western, Salad, Pizza Station, Dessert and Asian Noodle corners. Choose among dishes from U.S. farmed steaks to Tandoori chicken. Enjoy a la carte service and an extensive wine list. Buffet: Breakfast 6am-10:00am Lunch 11:30am-2:30pm Dinner 6pm-10:00pm","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Breakfast, Lunch, Dinner","Asian, International","Reservations, Buffet, Private Dining, Seating, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",4.5,4.5,4.5,4.0,
https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d23920981-Reviews-Sportsbook_Bar-Paranaque_Metro_Manila_Luzon.html,Sportsbook Bar,Manila,88,"Seaside Drive Coral Wing, Okada Manila, Entertainment City, Paranaque, Luzon 1701 Philippines",5.0,Excellent,,,"Dinner, Late Night, Drinks",International,,5.0,5.0,5.0,,"₱567 - ₱5,666"
https://www.tripadvisor.com.ph/Restaurant_Review-g1758900-d15582471-Reviews-The_Lounge-Taguig_City_Metro_Manila_Luzon.html,The Lounge,Manila,262,"8th Avenue Corner 35th Street, Grand Hyatt Manila, Taguig City, Luzon 1634 Philippines",5.0,Excellent,,"Vegetarian Friendly, Vegan Options",,"Cafe, Wine Bar, Filipino, Pub",,5.0,5.0,5.0,,₱150 - ₱400
https://www.tripadvisor.com.ph/Restaurant_Review-g312693-d12461104-Reviews-Lobby_Lounge-Paranaque_Metro_Manila_Luzon.html,Lobby Lounge,Manila,265,"Okada Manila, New Seaside Drive, Entertainment City, Paranaque, Luzon 1701 Philippines",5.0,Excellent,"The perfect space for guests to relax, dine and enjoy pleasant conversations amid live entertainment in the evening, the Lobby Lounge is also home to a pastry and cake shop whose signature creations guests can bring home as sweet, delectable souvenirs.",Vegetarian Friendly,"Drinks, Breakfast, Lunch, Dinner, Brunch",International,"Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Takeout, Seating, Validated Parking, Valet Parking, Wheelchair Accessible, Digital Payments, Accepts Credit Cards, Table Service, Non-smoking restaurants",5.0,5.0,4.5,,"₱567 - ₱5,666"
https://www.tripadvisor.com.ph/Restaurant_Review-g1758900-d9993670-Reviews-High_Street_Cafe-Taguig_City_Metro_Manila_Luzon.html,High Street Cafe,Manila,1815,"30th Street Corner 5th Avenue 2nd Floor, Shangri-La The Fort, Manila, Bonifacio Global City, Taguig City, Luzon 1634 Philippines",5.0,Excellent,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch",Asian,,4.5,4.5,4.5,5.0,
https://www.tripadvisor.com.ph/Restaurant_Review-g298452-d17146363-Reviews-S_Kitchen_Sheraton_Manila-Pasay_Metro_Manila_Luzon.html,S Kitchen - Sheraton Manila,Manila,552,"80 Andrews Avenue Sheraton Manila Hotel, Pasay, Luzon 1309 Philippines",5.0,Excellent,,,,"Filipino, International, Asian",,4.5,5.0,4.5,,"₱500 - ₱2,650"
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d1983774-Reviews-Antonio_s_Garden-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Antonio's Garden,Cavite,452,"Purok 138, Barangay Neogan Barangay Neogan, Tagaytay, Luzon Philippines",4.5,Very Good,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Late Night",,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.5,4.5,4.0,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d8587297-Reviews-Balay_Dako-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Balay Dako,Cavite,732,"Tagaytay-Nasugbu Highway, Tagaytay, Luzon 4120 Philippines",4.0,Very Good,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Filipino, Asian",,4.0,4.0,4.0,,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d1230684-Reviews-Sonya_s_Secret_Garden-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Sonya's Secret Garden,Cavite,498,"Barangay Buck Estate, Alfonso, Cavite, Tagaytay, Luzon Philippines",4.0,Very Good,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch, Late Night",Filipino,,4.0,4.0,3.5,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g1956909-d25064414-Reviews-Lequestria_Cafe_and_Restaurant-Alfonso_Cavite_Province_Calabarzon_Region_Luzon.html,Lequestria Cafe and Restaurant,Cavite,41,"Amuyong - Kaytitinga Rd, Alfonso, Luzon 4123 Philippines",5.0,Excellent,,,"Breakfast, Lunch, Dinner","French, Indian, Filipino, Asian, Thai",,4.5,5.0,4.5,,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d4093172-Reviews-Breakfast_at_Antonio_s-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Breakfast at Antonio's,Cavite,485,"Aguinaldo Highway Barangay Bagong Tubig, Tagaytay, Luzon Philippines",4.0,Very Good,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch","Filipino, International",,4.0,4.0,3.5,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d2435929-Reviews-Marcia_Adams_Restaurant-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Marcia Adams Restaurant,Cavite,214,"J.P.Rizal St, Brgy Sikat, Tagaytay, Luzon Philippines",4.0,Very Good,,"Vegetarian Friendly, Vegan Options",,"Mediterranean, European, International",,4.0,4.0,4.0,4.5,"₱963 - ₱3,116"
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d7315725-Reviews-Nanay_Cirilas_Kapeng_Barako-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Nanay Cirilas Kapeng Barako,Cavite,86,"Mayor's Drive Mendez Crossing East, Tagaytay, Luzon 4126 Philippines",5.0,Excellent,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Filipino, International, Asian, Fusion",,5.0,5.0,4.5,,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d8069780-Reviews-Aozora_Japanese_Restaurant-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Aozora Japanese Restaurant,Cavite,238,"SVD Road Corner Tagaytay-Calamba Road, Tagaytay, Luzon 2418 Philippines",4.0,Very Good,,Vegetarian Friendly,,"Japanese, Sushi, Asian",,4.0,4.5,4.0,,₱283 - ₱567
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d1113216-Reviews-Fire_Lake_Grill-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Fire Lake Grill,Cavite,132,"General Emilio Aguinaldo Highway Unit 3 Cliffhouse Tagaytay, Bgy. Maharlika East, Tagaytay, Luzon 4120 Philippines",4.5,Very Good,,,"Lunch, Dinner","Steakhouse, International","Seating, Parking Available, Validated Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Takeout, Reservations, Accepts Credit Cards, Table Service, Highchairs Available",4.5,4.5,4.0,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d6429083-Reviews-Morielli_s_Inn_Diner-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Morielli's Inn & Diner,Cavite,230,"Tagaytay - Calamba Rd Cor St. Francis Dr, Tagaytay, Luzon 4120 Philippines",4.5,Very Good,,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,"Italian, Mexican, American, Filipino, Asian",,4.5,4.5,4.5,4.5,₱5 - ₱10
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d8289810-Reviews-Cafe_Voi_La-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Cafe Voi La,Cavite,171,"Iruhin Crosswinds, Tagaytay, Luzon 4120 Philippines",4.0,Very Good,,"Vegetarian Friendly, Gluten Free Options, Vegan Options","Breakfast, Lunch, Dinner, Brunch","Cafe, Asian, Thai",,4.0,4.0,4.0,,
https://www.tripadvisor.com.ph/Restaurant_Review-g3387417-d23511428-Reviews-Shambala_Silang-Silang_Cavite_Province_Calabarzon_Region_Luzon.html,Shambala Silang,Cavite,36,"Purok 5, Pulong Bunga Shambala Road, Silang, Luzon Philippines",5.0,Excellent,,,"Breakfast, Lunch, Dinner","Filipino, Asian",,4.5,4.5,4.5,,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d2238160-Reviews-Pamana_Restaurant-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Pamana Restaurant,Cavite,242,"1315 Aguinaldo Highway, Tagaytay, Luzon Philippines",4.0,Very Good,,"Vegan Options, Vegetarian Friendly","Lunch, Dinner, Brunch","Filipino, Asian",,4.0,4.0,3.5,4.0,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d10292782-Reviews-Charito_by_Bag_of_Beans-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Charito by Bag of Beans,Cavite,236,"Tagaytay-Nasugbu Highway Maharlika East, Cavite, Tagaytay, Luzon 4120 Philippines",4.0,Very Good,,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch",,"Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, Waterfront",4.0,3.5,3.5,,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d1739658-Reviews-Buon_Giorno-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Buon Giorno,Cavite,225,"Unit 4, The Cliffhouse at Tagaytay Aguinaldo Highway, Tagaytay, Luzon Philippines",4.0,Very Good,,Vegetarian Friendly,"Lunch, Dinner, Brunch, Breakfast, Late Night","Italian, Pizza",,4.0,3.5,3.5,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g1956909-d6211646-Reviews-Lime_Basil-Alfonso_Cavite_Province_Calabarzon_Region_Luzon.html,Lime & Basil,Cavite,90,"9014 Barangay Road Alfonso Cavite, Alfonso, Luzon 4123 Philippines",4.0,Very Good,,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Breakfast, Drinks","Asian, Thai",,4.5,4.0,4.0,,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d1372174-Reviews-Gourmet_Farms-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Gourmet Farms,Cavite,121,"Emilio Aguinaldo Highway Silang, Tagaytay, Luzon 1403 Philippines",4.0,Very Good,,"Vegetarian Friendly, Gluten Free Options, Vegan Options",,"Mediterranean, Healthy",,4.0,4.0,4.0,4.0,"₱567 - ₱1,700"
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d3377467-Reviews-RSM_Lutong_Bahay-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,RSM Lutong Bahay,Cavite,180,"Aguinaldo Highway Maharlika East, Tagaytay, Luzon Philippines",4.0,Very Good,,Vegetarian Friendly,"Lunch, Dinner, Breakfast, Late Night","Filipino, Asian",,4.0,4.0,3.5,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d1739657-Reviews-Restaurant_Verbena-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Restaurant Verbena,Cavite,69,"Discovery Country Suites, 300 Calamba Road San Jose, Tagaytay, Luzon Philippines",4.5,Very Good,,"Vegetarian Friendly, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch",International,,4.5,4.5,4.0,4.5,
https://www.tripadvisor.com.ph/Restaurant_Review-g3387417-d4788266-Reviews-Balinsasayaw_Restaurant-Silang_Cavite_Province_Calabarzon_Region_Luzon.html,Balinsasayaw Restaurant,Cavite,104,"55 Luksuhin, Silang, Luzon 4118 Philippines",4.0,Very Good,,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Breakfast","Filipino, Asian",,4.0,3.5,4.0,4.0,
https://www.tripadvisor.com.ph/Restaurant_Review-g317121-d10587784-Reviews-Siglo_Modern_Filipino-Tagaytay_Cavite_Province_Calabarzon_Region_Luzon.html,Siglo Modern Filipino,Cavite,45,"Sungay East 3500 Tagaytay Calamba Road, Tagaytay, Luzon 4120 Philippines",4.5,Very Good,,"Vegetarian Friendly, Vegan Options",,"Filipino, Asian",,4.5,4.0,4.5,,₱227 - ₱567
